[2024-06-22 16:01:42.441] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:03:54.649] [info]  [16:03:54] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=751.71, y=58.75, z=-2.34] does not have attribute null
[2024-06-22 16:03:54.649] [info]  [16:03:54] [Render thread/WARN]: Entity RemotePlayer['xboykenn_'/1103207, l='ClientLevel', x=758.54, y=58.45, z=27.93] does not have attribute null
[2024-06-22 16:03:54.758] [info]  [16:03:54] [Render thread/WARN]: Entity RemotePlayer['Goripe'/1003867, l='ClientLevel', x=728.91, y=58.00, z=15.47] does not have attribute null
[2024-06-22 16:03:54.794] [info]  [16:03:54] [Render thread/WARN]: Entity RemotePlayer['_Crypreereturn'/1103433, l='ClientLevel', x=790.84, y=58.86, z=20.93] does not have attribute null
[2024-06-22 16:03:55.237] [info]  [16:03:55] [Render thread/WARN]: Entity RemotePlayer['KendricKai'/1040059, l='ClientLevel', x=753.30, y=58.53, z=-2.51] does not have attribute null
[2024-06-22 16:03:55.401] [info]  [16:03:55] [Render thread/INFO]: [System] [CHAT] (⚔) Reddyk killed RC_Truck
[2024-06-22 16:03:56.551] [info]  [16:03:56] [Render thread/WARN]: Entity RemotePlayer['xboykenn_'/1103207, l='ClientLevel', x=756.11, y=58.27, z=27.97] does not have attribute null
[2024-06-22 16:03:56.643] [info]  [16:03:56] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=757.40, y=58.00, z=20.11] does not have attribute null
[2024-06-22 16:03:56.644] [info]  [16:03:56] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=765.09, y=58.00, z=39.85] does not have attribute null
[2024-06-22 16:03:56.762] [info]  [16:03:56] [Render thread/WARN]: Entity RemotePlayer['_Crypreereturn'/1103433, l='ClientLevel', x=789.75, y=59.14, z=20.14] does not have attribute null
[2024-06-22 16:03:56.890] [info]  [16:03:56] [Render thread/WARN]: Entity RemotePlayer['Intsb'/1084022, l='ClientLevel', x=721.35, y=58.00, z=17.56] does not have attribute null
[2024-06-22 16:03:57.101] [info]  [16:03:57] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=766.37, y=58.00, z=20.59] does not have attribute null
[2024-06-22 16:03:57.295] [info]  [16:03:57] [Render thread/WARN]: Entity RemotePlayer['Goripe'/1003867, l='ClientLevel', x=734.73, y=58.00, z=13.96] does not have attribute null
[2024-06-22 16:03:57.342] [info]  [16:03:57] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=766.28, y=58.51, z=40.91] does not have attribute null
[2024-06-22 16:03:57.645] [info]  [16:03:57] [Render thread/WARN]: Entity RemotePlayer['CHAIYNON888'/1104327, l='ClientLevel', x=720.30, y=58.00, z=14.65] does not have attribute null
[2024-06-22 16:03:57.892] [info]  [16:03:57] [Render thread/WARN]: Entity RemotePlayer['Keshiez'/1102708, l='ClientLevel', x=718.50, y=58.00, z=21.70] does not have attribute null
[2024-06-22 16:03:58.220] [info]  [16:03:58] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=743.76, y=59.18, z=26.06] does not have attribute null
[2024-06-22 16:03:58.477] [info]  [16:03:58] [Render thread/INFO]: [System] [CHAT] You are now in combat with T_SevenTheRiper_ so do not quit.
[2024-06-22 16:03:58.496] [info]  [16:03:58] [Render thread/WARN]: Entity RemotePlayer['_MaGod'/1076091, l='ClientLevel', x=758.55, y=59.07, z=11.73] does not have attribute null
[2024-06-22 16:03:58.514] [info]  [16:03:58] [Render thread/INFO]: [System] [CHAT] (⚔) Teravity killed Ank1442
[2024-06-22 16:03:58.569] [info]  [16:03:58] [Render thread/WARN]: Entity RemotePlayer['T_SevenTheRiper_'/1066117, l='ClientLevel', x=766.11, y=58.88, z=19.49] does not have attribute null
[2024-06-22 16:03:58.569] [info]  [16:03:58] [Render thread/WARN]: Entity RemotePlayer['Intsb'/1084022, l='ClientLevel', x=723.26, y=58.00, z=17.25] does not have attribute null
[2024-06-22 16:03:58.779] [info]  [16:03:58] [Render thread/INFO]: [System] [CHAT] .Divyansh1980395 left while he was combat with Bhu0229A
[2024-06-22 16:03:58.852] [info]  [16:03:58] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=765.92, y=58.88, z=20.44] does not have attribute null
[2024-06-22 16:03:58.962] [info]  [16:03:58] [Render thread/WARN]: Entity RemotePlayer['ichikawa01'/1029496, l='ClientLevel', x=739.22, y=62.05, z=33.76] does not have attribute null
[2024-06-22 16:03:59.064] [info]  [16:03:59] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=752.89, y=59.03, z=-6.20] does not have attribute null
[2024-06-22 16:03:59.155] [info]  [16:03:59] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=767.33, y=58.97, z=42.09] does not have attribute null
[2024-06-22 16:03:59.210] [info]  [16:03:59] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=743.36, y=58.72, z=25.67] does not have attribute null
[2024-06-22 16:04:00.071] [info]  [16:04:00] [Render thread/INFO]: [System] [CHAT] (⚔) fruitjerries killed stopjingsphobia
[2024-06-22 16:04:00.162] [info]  [16:04:00] [Render thread/WARN]: Entity RemotePlayer['CHAIYNON888'/1104327, l='ClientLevel', x=720.26, y=58.00, z=14.66] does not have attribute null
[2024-06-22 16:04:00.299] [info]  [16:04:00] [Render thread/WARN]: Entity RemotePlayer['KendricKai'/1040059, l='ClientLevel', x=751.01, y=58.23, z=-4.02] does not have attribute null
[2024-06-22 16:04:00.455] [info]  [16:04:00] [Render thread/WARN]: Entity RemotePlayer['ohyes'/1023838, l='ClientLevel', x=742.18, y=58.54, z=26.54] does not have attribute null
[2024-06-22 16:04:00.556] [info]  [16:04:00] [Render thread/WARN]: Entity RemotePlayer['KendricKai'/1040059, l='ClientLevel', x=751.87, y=59.36, z=-4.36] does not have attribute null
[2024-06-22 16:04:00.998] [info]  [16:04:00] [Render thread/ERROR]: Error executing task on Client
[2024-06-22 16:04:00.999] [info]  java.lang.IllegalStateException: Player is either on another team or not on any team. Cannot remove from team 'pd-ghosts'.
[2024-06-22 16:04:00.999] [info]  	at Genesis/net.minecraft.world.scores.Scoreboard.removePlayerFromTeam(SourceFile:228) ~[?:?]
[2024-06-22 16:04:00.999] [info]  	at Genesis/net.minecraft.client.multiplayer.ClientPacketListener.handleSetPlayerTeamPacket(SourceFile:2325) ~[?:?]
[2024-06-22 16:04:00.999] [info]  	at Genesis/net.minecraft.network.protocol.game.ClientboundSetPlayerTeamPacket.handle(SourceFile:129) ~[?:?]
[2024-06-22 16:04:00.999] [info]  	at Genesis/net.minecraft.network.protocol.game.ClientboundSetPlayerTeamPacket.handle(SourceFile:14) ~[?:?]
[2024-06-22 16:04:01.000] [info]  	at Genesis/net.minecraft.network.protocol.PacketUtils.lambda$ensureRunningOnSameThread$0(SourceFile:22) ~[?:?]
[2024-06-22 16:04:01.000] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.doRunTask(SourceFile:156) [?:?]
[2024-06-22 16:04:01.000] [info]  	at Genesis/net.minecraft.util.thread.ReentrantBlockableEventLoop.doRunTask(SourceFile:23) [?:?]
[2024-06-22 16:04:01.000] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.pollTask(SourceFile:130) [?:?]
[2024-06-22 16:04:01.000] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.runAllTasks(SourceFile:115) [?:?]
[2024-06-22 16:04:01.000] [info]  	at Genesis/net.minecraft.client.Minecraft.runTick(SourceFile:1175) [?:?]
[2024-06-22 16:04:01.001] [info]  	at Genesis/net.minecraft.client.Minecraft.run(SourceFile:802) [?:?]
[2024-06-22 16:04:01.001] [info]  	at Genesis/net.minecraft.client.main.Main.main(SourceFile:250) [?:?]
[2024-06-22 16:04:01.001] [info]  	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:04:01.001] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:04:01.001] [info]  	at com.moonsworth.lunar.genesis.ClientGameBootstrap.apply(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:04:01.002] [info]  	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:04:01.002] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:04:01.002] [info]  	at com.moonsworth.lunar.genesis.IOCOHCCRCOHRICRRHOOICHIHO.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:04:01.002] [info]  	at com.moonsworth.lunar.genesis.Genesis.run(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:04:01.002] [info]  	at com.moonsworth.lunar.genesis.Genesis.main(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:04:01.230] [info]  [16:04:01] [Render thread/INFO]: [System] [CHAT] (⚔) KyotoLol killed xboykenn_
[2024-06-22 16:04:01.367] [info]  [16:04:01] [Render thread/WARN]: Entity RemotePlayer['SastrajaChhea'/1093273, l='ClientLevel', x=754.84, y=59.33, z=21.65] does not have attribute null
[2024-06-22 16:04:01.404] [info]  [16:04:01] [Render thread/WARN]: Entity RemotePlayer['Keshiez'/1102708, l='ClientLevel', x=718.50, y=58.00, z=21.70] does not have attribute null
[2024-06-22 16:04:01.597] [info]  [16:04:01] [Render thread/INFO]: [System] [CHAT]  Teravity: bro istg
[2024-06-22 16:04:01.862] [info]  [16:04:01] [Render thread/WARN]: Entity RemotePlayer['CHAIYNON888'/1104327, l='ClientLevel', x=717.56, y=58.00, z=15.55] does not have attribute null
[2024-06-22 16:04:01.926] [info]  [16:04:01] [Render thread/WARN]: Entity RemotePlayer['CHAIYNON888'/1104327, l='ClientLevel', x=717.56, y=58.00, z=15.55] does not have attribute null
[2024-06-22 16:04:02.210] [info]  [16:04:02] [Render thread/WARN]: Entity RemotePlayer['KendricKai'/1040059, l='ClientLevel', x=752.52, y=58.51, z=-3.23] does not have attribute null
[2024-06-22 16:04:02.256] [info]  [16:04:02] [Render thread/WARN]: Entity RemotePlayer['CHAIYNON888'/1104327, l='ClientLevel', x=716.59, y=58.00, z=15.87] does not have attribute null
[2024-06-22 16:04:02.392] [info]  [16:04:02] [Render thread/WARN]: Entity RemotePlayer['CHAIYNON888'/1104327, l='ClientLevel', x=716.32, y=58.00, z=15.96] does not have attribute null
[2024-06-22 16:04:02.521] [info]  [16:04:02] [Render thread/INFO]: [System] [CHAT] (⚔) unsxye killed GappleXD
[2024-06-22 16:04:02.659] [info]  [16:04:02] [Render thread/WARN]: Entity RemotePlayer['Intsb'/1084022, l='ClientLevel', x=732.00, y=58.68, z=17.43] does not have attribute null
[2024-06-22 16:04:02.769] [info]  [16:04:02] [Render thread/INFO]: [System] [CHAT] (⚔) alen was shot by a NotPvPXD.
[2024-06-22 16:04:03.009] [info]  [16:04:03] [Render thread/WARN]: Entity RemotePlayer['SastrajaChhea'/1093273, l='ClientLevel', x=751.25, y=58.27, z=27.17] does not have attribute null
[2024-06-22 16:04:03.109] [info]  [16:04:03] [Render thread/WARN]: Entity RemotePlayer['SastrajaChhea'/1093273, l='ClientLevel', x=750.97, y=58.36, z=27.54] does not have attribute null
[2024-06-22 16:04:03.542] [info]  [16:04:03] [Render thread/WARN]: Entity RemotePlayer['SazokiXXxXX46'/1052170, l='ClientLevel', x=772.43, y=59.25, z=-1.42] does not have attribute null
[2024-06-22 16:04:03.560] [info]  [16:04:03] [Render thread/WARN]: Entity RemotePlayer['_MaGod'/1076091, l='ClientLevel', x=751.34, y=59.00, z=26.89] does not have attribute null
[2024-06-22 16:04:03.642] [info]  [16:04:03] [Render thread/WARN]: Entity RemotePlayer['CHAIYNON888'/1104327, l='ClientLevel', x=717.57, y=58.00, z=15.98] does not have attribute null
[2024-06-22 16:04:03.797] [info]  [16:04:03] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=749.14, y=58.46, z=-3.48] does not have attribute null
[2024-06-22 16:04:03.852] [info]  [16:04:03] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=766.37, y=58.00, z=48.68] does not have attribute null
[2024-06-22 16:04:04.264] [info]  [16:04:04] [Render thread/WARN]: Entity RemotePlayer['KendricKai'/1040059, l='ClientLevel', x=748.93, y=59.16, z=-2.83] does not have attribute null
[2024-06-22 16:04:04.292] [info]  [16:04:04] [Render thread/INFO]: [System] [CHAT] (⚔) unsxye killed Junx_Jzxx
[2024-06-22 16:04:04.558] [info]  [16:04:04] [Render thread/WARN]: Entity RemotePlayer['Keshiez'/1102708, l='ClientLevel', x=718.50, y=58.00, z=21.70] does not have attribute null
[2024-06-22 16:04:04.559] [info]  [16:04:04] [Render thread/WARN]: Entity RemotePlayer['Goripe'/1003867, l='ClientLevel', x=731.36, y=58.58, z=16.99] does not have attribute null
[2024-06-22 16:04:04.559] [info]  [16:04:04] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=766.30, y=58.68, z=46.95] does not have attribute null
[2024-06-22 16:04:04.742] [info]  [16:04:04] [Render thread/WARN]: Entity RemotePlayer['CHAIYNON888'/1104327, l='ClientLevel', x=719.20, y=58.00, z=15.92] does not have attribute null
[2024-06-22 16:04:04.906] [info]  [16:04:04] [Render thread/INFO]: [System] [CHAT] (☠) SonuJod was blowed up by a Minecart with TNT.
[2024-06-22 16:04:05.172] [info]  [16:04:05] [Render thread/INFO]: [System] [CHAT] (⚔) PandaXGirl killed vnhed1
[2024-06-22 16:04:05.510] [info]  [16:04:05] [Render thread/WARN]: Entity RemotePlayer['SastrajaChhea'/1093273, l='ClientLevel', x=750.48, y=58.65, z=27.16] does not have attribute null
[2024-06-22 16:04:05.565] [info]  [16:04:05] [Render thread/INFO]: [System] [CHAT] domcaninvisble3 is now in combat with you so do not quit.
[2024-06-22 16:04:05.748] [info]  [16:04:05] [Render thread/WARN]: Entity RemotePlayer['ichikawa01'/1029496, l='ClientLevel', x=739.03, y=58.00, z=59.01] does not have attribute null
[2024-06-22 16:04:06.253] [info]  [16:04:06] [Render thread/WARN]: Entity RemotePlayer['CpvpShadow'/1092852, l='ClientLevel', x=745.82, y=58.00, z=20.16] does not have attribute null
[2024-06-22 16:04:06.254] [info]  [16:04:06] [Render thread/INFO]: [System] [CHAT] (⚔) Ra1zennnn killed lokasa_
[2024-06-22 16:04:06.299] [info]  [16:04:06] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=778.01, y=58.00, z=23.49] does not have attribute null
[2024-06-22 16:04:06.795] [info]  [16:04:06] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=769.35, y=59.25, z=24.68] does not have attribute null
[2024-06-22 16:04:06.841] [info]  [16:04:06] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=769.70, y=59.41, z=24.92] does not have attribute null
[2024-06-22 16:04:06.897] [info]  [16:04:06] [Render thread/WARN]: Entity RemotePlayer['T_SevenTheRiper_'/1066117, l='ClientLevel', x=758.81, y=59.08, z=-9.37] does not have attribute null
[2024-06-22 16:04:07.255] [info]  [16:04:07] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.42, y=58.00, z=26.26] does not have attribute null
[2024-06-22 16:04:07.410] [info]  [16:04:07] [Render thread/INFO]: [System] [CHAT]  RED_The_Imposter: join dia pot fast
[2024-06-22 16:04:07.585] [info]  [16:04:07] [Render thread/INFO]: [System] [CHAT] (⚔) _GodHaru killed KINGEYE
[2024-06-22 16:04:07.668] [info]  [16:04:07] [Render thread/WARN]: Entity RemotePlayer['_Crypreereturn'/1103433, l='ClientLevel', x=781.25, y=58.00, z=23.05] does not have attribute null
[2024-06-22 16:04:07.751] [info]  [16:04:07] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.90, y=58.00, z=25.52] does not have attribute null
[2024-06-22 16:04:07.861] [info]  [16:04:07] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=744.31, y=59.01, z=45.29] does not have attribute null
[2024-06-22 16:04:08.109] [info]  [16:04:08] [Render thread/INFO]: [System] [CHAT] (⚔) personalgoat720 killed Ruins011
[2024-06-22 16:04:08.255] [info]  [16:04:08] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.47, y=59.00, z=25.02] does not have attribute null
[2024-06-22 16:04:08.457] [info]  [16:04:08] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.03, y=59.18, z=25.25] does not have attribute null
[2024-06-22 16:04:08.611] [info]  [16:04:08] [Render thread/WARN]: Entity RemotePlayer['ohyes'/1023838, l='ClientLevel', x=744.84, y=59.07, z=38.94] does not have attribute null
[2024-06-22 16:04:08.612] [info]  [16:04:08] [Render thread/WARN]: Entity RemotePlayer['T_SevenTheRiper_'/1066117, l='ClientLevel', x=760.62, y=59.25, z=-3.24] does not have attribute null
[2024-06-22 16:04:08.795] [info]  [16:04:08] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=762.98, y=58.00, z=46.54] does not have attribute null
[2024-06-22 16:04:09.069] [info]  [16:04:09] [Render thread/ERROR]: Error executing task on Client
[2024-06-22 16:04:09.070] [info]  java.lang.IllegalStateException: Player is either on another team or not on any team. Cannot remove from team 'pd-ghosts'.
[2024-06-22 16:04:09.070] [info]  	at Genesis/net.minecraft.world.scores.Scoreboard.removePlayerFromTeam(SourceFile:228) ~[?:?]
[2024-06-22 16:04:09.070] [info]  	at Genesis/net.minecraft.client.multiplayer.ClientPacketListener.handleSetPlayerTeamPacket(SourceFile:2325) ~[?:?]
[2024-06-22 16:04:09.071] [info]  	at Genesis/net.minecraft.network.protocol.game.ClientboundSetPlayerTeamPacket.handle(SourceFile:129) ~[?:?]
[2024-06-22 16:04:09.071] [info]  	at Genesis/net.minecraft.network.protocol.game.ClientboundSetPlayerTeamPacket.handle(SourceFile:14) ~[?:?]
[2024-06-22 16:04:09.071] [info]  	at Genesis/net.minecraft.network.protocol.PacketUtils.lambda$ensureRunningOnSameThread$0(SourceFile:22) ~[?:?]
[2024-06-22 16:04:09.071] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.doRunTask(SourceFile:156) [?:?]
[2024-06-22 16:04:09.072] [info]  	at Genesis/net.minecraft.util.thread.ReentrantBlockableEventLoop.doRunTask(SourceFile:23) [?:?]
[2024-06-22 16:04:09.072] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.pollTask(SourceFile:130) [?:?]
[2024-06-22 16:04:09.072] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.runAllTasks(SourceFile:115) [?:?]
[2024-06-22 16:04:09.072] [info]  	at Genesis/net.minecraft.client.Minecraft.runTick(SourceFile:1175) [?:?]
[2024-06-22 16:04:09.072] [info]  	at Genesis/net.minecraft.client.Minecraft.run(SourceFile:802) [?:?]
[2024-06-22 16:04:09.073] [info]  	at Genesis/net.minecraft.client.main.Main.main(SourceFile:250) [?:?]
[2024-06-22 16:04:09.073] [info]  	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:04:09.073] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:04:09.073] [info]  	at com.moonsworth.lunar.genesis.ClientGameBootstrap.apply(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:04:09.073] [info]  	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:04:09.073] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:04:09.074] [info]  	at com.moonsworth.lunar.genesis.IOCOHCCRCOHRICRRHOOICHIHO.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:04:09.074] [info]  	at com.moonsworth.lunar.genesis.Genesis.run(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:04:09.074] [info]  	at com.moonsworth.lunar.genesis.Genesis.main(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:04:09.096] [info]  [16:04:09] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=765.43, y=58.00, z=22.57] does not have attribute null
[2024-06-22 16:04:09.197] [info]  [16:04:09] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=771.79, y=59.04, z=23.89] does not have attribute null
[2024-06-22 16:04:09.307] [info]  [16:04:09] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=739.91, y=59.02, z=51.98] does not have attribute null
[2024-06-22 16:04:09.317] [info]  [16:04:09] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=772.91, y=58.42, z=25.65] does not have attribute null
[2024-06-22 16:04:09.390] [info]  [16:04:09] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=772.95, y=58.82, z=26.07] does not have attribute null
[2024-06-22 16:04:09.546] [info]  [16:04:09] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=738.88, y=58.64, z=52.96] does not have attribute null
[2024-06-22 16:04:09.664] [info]  [16:04:09] [Render thread/WARN]: Entity RemotePlayer['KyotoLol'/1096249, l='ClientLevel', x=746.77, y=58.08, z=25.28] does not have attribute null
[2024-06-22 16:04:09.728] [info]  [16:04:09] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=772.88, y=59.30, z=27.85] does not have attribute null
[2024-06-22 16:04:09.765] [info]  [16:04:09] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=753.62, y=58.00, z=-11.42] does not have attribute null
[2024-06-22 16:04:09.802] [info]  [16:04:09] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=772.87, y=59.05, z=27.99] does not have attribute null
[2024-06-22 16:04:10.524] [info]  [16:04:10] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=762.98, y=58.00, z=46.54] does not have attribute null
[2024-06-22 16:04:10.633] [info]  [16:04:10] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.06, y=58.75, z=25.92] does not have attribute null
[2024-06-22 16:04:10.962] [info]  [16:04:10] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.06, y=59.80, z=26.97] does not have attribute null
[2024-06-22 16:04:11.072] [info]  [16:04:11] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.13, y=59.38, z=27.16] does not have attribute null
[2024-06-22 16:04:11.294] [info]  [16:04:11] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=754.67, y=58.24, z=-10.36] does not have attribute null
[2024-06-22 16:04:11.550] [info]  [16:04:11] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=773.01, y=59.25, z=27.45] does not have attribute null
[2024-06-22 16:04:11.560] [info]  [16:04:11] [Render thread/INFO]: [System] [CHAT] SazokiXXxXX46 is now in combat with you so do not quit.
[2024-06-22 16:04:11.560] [info]  [16:04:11] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=773.01, y=59.25, z=27.45] does not have attribute null
[2024-06-22 16:04:11.670] [info]  [16:04:11] [Render thread/WARN]: Entity RemotePlayer['ichikawa01'/1029496, l='ClientLevel', x=745.00, y=58.61, z=49.47] does not have attribute null
[2024-06-22 16:04:11.789] [info]  [16:04:11] [Render thread/INFO]: [System] [CHAT]  BLOODMOON: i am making another acc
[2024-06-22 16:04:11.844] [info]  [16:04:11] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=735.30, y=58.00, z=55.59] does not have attribute null
[2024-06-22 16:04:11.844] [info]  [16:04:11] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=769.31, y=58.86, z=22.87] does not have attribute null
[2024-06-22 16:04:11.890] [info]  [16:04:11] [Render thread/WARN]: Entity RemotePlayer['_MaGod'/1076091, l='ClientLevel', x=759.66, y=58.14, z=23.41] does not have attribute null
[2024-06-22 16:04:12.064] [info]  [16:04:12] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.69, y=58.00, z=25.47] does not have attribute null
[2024-06-22 16:04:12.201] [info]  [16:04:12] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.12, y=58.00, z=25.80] does not have attribute null
[2024-06-22 16:04:12.394] [info]  [16:04:12] [Render thread/WARN]: Entity RemotePlayer['T_SevenTheRiper_'/1066117, l='ClientLevel', x=755.49, y=59.13, z=-8.81] does not have attribute null
[2024-06-22 16:04:12.540] [info]  [16:04:12] [Render thread/WARN]: Entity RemotePlayer['_Crypreereturn'/1103433, l='ClientLevel', x=768.52, y=59.01, z=22.10] does not have attribute null
[2024-06-22 16:04:12.559] [info]  [16:04:12] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.32, y=59.18, z=27.51] does not have attribute null
[2024-06-22 16:04:12.951] [info]  [16:04:12] [Render thread/WARN]: Entity RemotePlayer['SummerFrog'/1106901, l='ClientLevel', x=743.09, y=58.11, z=51.20] does not have attribute null
[2024-06-22 16:04:13.299] [info]  [16:04:13] [Render thread/INFO]: [System] [CHAT] (⚔) MCPierce killed deram123456
[2024-06-22 16:04:13.410] [info]  [16:04:13] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=774.42, y=58.00, z=27.45] does not have attribute null
[2024-06-22 16:04:13.465] [info]  [16:04:13] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=742.34, y=58.16, z=51.08] does not have attribute null
[2024-06-22 16:04:13.779] [info]  [16:04:13] [Render thread/INFO]: [System] [CHAT] (⚔) _GodHaru killed renpairider
[2024-06-22 16:04:13.926] [info]  [16:04:13] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=772.66, y=58.12, z=29.14] does not have attribute null
[2024-06-22 16:04:14.182] [info]  [16:04:14] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=752.89, y=58.85, z=-11.39] does not have attribute null
[2024-06-22 16:04:14.402] [info]  [16:04:14] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=770.65, y=59.02, z=28.29] does not have attribute null
[2024-06-22 16:04:14.539] [info]  [16:04:14] [Render thread/WARN]: Entity RemotePlayer['_MaGod'/1076091, l='ClientLevel', x=769.96, y=58.00, z=26.20] does not have attribute null
